MAC Address,Network Adapter,IP Address,Computer Name,GUID/UUID,GUID/UUID Mac Address Conversion,Total RAM Memory,Sid,RAM Memory Bank Label,RAM Memory Capacity,RAM Memory Device Locator,RAM Memory Manufacturer,Computer Manufacturer,Computer Model,Computer Serial,Motherboard Manufacturer,Motherboard Model,Motherboard Product,Motherboard Serial Number,Motherboard Version,Hard Disk Drive Letter,Hard Disk Size,Hard Disk Free Space,Hard Disk Volume Serial Number,Hard Disk Manufacturer,Hard Disk Model,Hard Disk Device ID,Hard Disk Interface Type,Hard Disk Partitions,Hard Disk Total Cylinders,Hard Disk Total Heads,Hard Disk Total Sectors,Hard Disk Total Tracks,Hard Disk Tracks Per Cylinder,Processor Name,Processor Type,Processor Family,Sound Card Manufacturer,Sound Card Product Name,Sound Card Description,Sound Card Name,Video Card Name,Video Card Setting ID,Floppy Manufacturer,Floppy Name,Floppy Device ID,CDROMCaptionSet,CDROMDescriptionSet,CDROMDeviceIDSet,CDROMDriveSet,CDROMManufacturerSet,CDROMNameSet,BIOS Version,Dell Service Tag,Date of Log,Time of Log
70:71:BC:AA:6A:9B,Realtek RTL8168D/8111D Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.128.74,BIOLAB01,5E204580-605E-1016-B815-92BBE4CCA447,00000000-0000-0000-0000-7071BCAA6A9B,3184709632,N/A,1:BANK0 2:BANK2 ,1:2147483648 2:1073741824 ,1:DIMM0 2:DIMM2 ,1:CE80000000000000 2:CE80000000000000 ,Hewlett-Packard,HP Pro 3120 Small Form Factor PC,CZC046BF8Z,PEGATRON CORPORATION,,2A94,1.07067E+14,1.03,1:C: ,1:37 GB ,1:9 GB ,1:760D95DC ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device 2:Generic- Multi-Card USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Pentium(R) Dual-Core  CPU      E5500  @ 2.80GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp DVD-RAM GH60L ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_DVD-RAM_GH60L________________________RD01____\5&30A271E9&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp DVD-RAM GH60L ATA Device ,HPQOEM - 20100702,N/A,17/10/2013,08:21:42
00:22:FA:17:48:EC,Intel(R) WiFi Link 5100 AGN,10.1.131.107,BIOLOGY701,C0704840-C41F-DE11-BE3B-C35B39AC9B7E,00000000-0000-0000-0000-0022FA1748EC,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328BAC2000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328BAC2000        ,Rev            ,1:C: ,1:55 GB ,1:29 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:19:28
00:22:FA:00:E5:60,Intel(R) WiFi Link 5100 AGN,10.1.131.114,BIOLOGY703,60DE5D37-C81F-DE11-8879-D1D5EEBBBC0C,00000000-0000-0000-0000-0022FA00E560,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328C572000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328C572000        ,Rev            ,1:C: ,1:55 GB ,1:28 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:19:19
00:22:FA:16:B8:6E,Intel(R) WiFi Link 5100 AGN,10.1.131.108,BIOLOGY704,00444510-B71F-DE11-A7D3-A09E0BD77CC0,00000000-0000-0000-0000-0022FA16B86E,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z167913289AE2000        ,Acer           ,,Homa                           ,LXTQJ0Z167913289AE2000        ,Rev            ,1:C: ,1:55 GB ,1:29 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:20:03
00:22:FA:11:FA:E3,Microsoft Virtual WiFi Miniport Adapter,10.1.131.234,BIOLOGY705,A00943CD-C31F-DE11-87AF-FC4753339055,00000000-0000-0000-0000-0022FA11FAE3,3146633216,N/A,1:Bank 0 2:Bank 1 ,1:1073741824 2:2147483648 ,1:M1 2:M2 ,1:AD00000000000000 2:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328B3B2000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328B3B2000        ,Rev            ,1:C: ,1:55 GB ,1:27 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:59:04
00:22:FA:16:5A:98,Intel(R) WiFi Link 5100 AGN,10.1.131.103,BIOLOGY706,E03C13B8-C21F-DE11-9835-9C56B21C07B9,00000000-0000-0000-0000-0022FA165A98,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328B2A2000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328B2A2000        ,Rev            ,1:C: ,1:55 GB ,1:31 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:19:09
00:22:FA:16:7F:78,Intel(R) WiFi Link 5100 AGN,10.1.131.1,BIOLOGY708,008F807C-C41F-DE11-88F0-E4F966CB723C,00000000-0000-0000-0000-0022FA167F78,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328AF62000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328AF62000        ,Rev            ,1:C: ,1:55 GB ,1:31 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:18:57
00:22:FA:16:60:76,Intel(R) WiFi Link 5100 AGN,10.1.131.109,BIOLOGY709,00F608C1-C21F-DE11-87DB-FCFECB904359,00000000-0000-0000-0000-0022FA166076,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328B2B2000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328B2B2000        ,Rev            ,1:C: ,1:55 GB ,1:29 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:20:37
00:22:FA:17:DC:04,Intel(R) WiFi Link 5100 AGN,10.1.131.105,BIOLOGY710,E0805818-CA1F-DE11-9AEF-C742A2741375,00000000-0000-0000-0000-0022FA17DC04,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328CBE2000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328CBE2000        ,Rev            ,1:C: ,1:55 GB ,1:31 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:19:12
00:22:FA:02:12:40,Intel(R) WiFi Link 5100 AGN,10.1.131.106,BIOLOGY711,A025C093-C81F-DE11-93A4-CD924DF51EC6,00000000-0000-0000-0000-0022FA021240,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328C762000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328C762000        ,Rev            ,1:C: ,1:55 GB ,1:30 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&2926D81B&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:19:14
00:22:FA:16:CE:10,Intel(R) WiFi Link 5100 AGN,10.1.131.104,BIOLOGY712,406A3D68-C41F-DE11-996C-AD90B9C8E8E0,00000000-0000-0000-0000-0022FA16CE10,2072891392,N/A,1:Bank 0 ,1:2147483648 ,1:M1 ,1:AD00000000000000 ,Acer           ,TravelMate 5730                ,LXTQJ0Z16791328B6C2000        ,Acer           ,,Homa                           ,LXTQJ0Z16791328B6C2000        ,Rev            ,1:C: ,1:55 GB ,1:31 GB ,1:5C490BE3 ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T6570  @ 2.10GHz ,01:09,1:x64 Family 6 Model 23 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:Slimtype DVD A  DS8A2S ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMSLIMTYPE_DVD_A__DS8A2S__________________6A11____\5&17C41E1E&0&1.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:Slimtype DVD A  DS8A2S ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,09:19:52
00:15:58:79:9D:6A,Marvell Yukon 88E8001/8003/8010 PCI Gigabit Ethernet Controller,10.1.128.111,BIOPREP07,00000000-0000-0000-0807-060504030201,00000000-0000-0000-0000-001558799D6A,2137513984,N/A,1:Bank0/1 2:Bank2/3 ,1:1073741824 2:1073741824 ,1:A0 2:A1 ,1:None 2:None ,OEM,OEM,OEM,Foxconn,,946 7MA Series, , ,1:C: ,1:37 GB ,1:10 GB ,1:006F8EF0 ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device 2:KODAK      SD/MMC card USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Intel(R) Core(TM)2 Duo CPU     E4500  @ 2.20GHz ,01:09,1:x64 Family 6 Model 15 Stepping 13 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:TSSTcorp CDDVDW SH-S202J ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMTSSTCORP_CDDVDW_SH-S202J________________SB01____\5&18EE0F43&0&0.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:TSSTcorp CDDVDW SH-S202J ATA Device ,IntelR - 42302e31,N/A,17/10/2013,07:23:56
00:1D:72:09:55:CA,Broadcom NetLink (TM) Gigabit Ethernet,10.1.129.163,BPIKE07,80043FD0-128F-DC11-82F3-C6FD5F39F686,00000000-0000-0000-0000-001D720955CA,2137448448,N/A,1:Bank 0 2:Bank 1 ,1:1073741824 2:1073741824 ,1:M1 2:M2 ,1:Mfg 0 2:Mfg 1 ,Acer           ,TravelMate 7720                ,LXTMN0X1777450846F2000        ,Acer           ,,Tangiz                         ,LXTMN0X1777450846F2000        ,Rev            ,1:C: ,1:55 GB ,1:8 GB ,1:8EBD86FD ,1:(Standard disk drives) ,1:INTEL SSDSC2CT060A3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,5.109027778,0.21875,1:117226305 ,1:1860735 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T7300  @ 2.00GHz ,01:09,1:x64 Family 6 Model 15 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:HL-DT-ST DVDRAM GSA-T20N ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHL-DT-ST_DVDRAM_GSA-T20N________________WP03____\5&36081E14&0&0.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:HL-DT-ST DVDRAM GSA-T20N ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,08:55:47
78:E3:B5:99:8C:F8,Realtek RTL8168D/8111D Family PCI-E Gigabit Ethernet NIC (NDIS 6.20),10.1.128.207,BRADBURYSSD,550FF000-1777-1017-B090-DB57EBCEA43C,00000000-0000-0000-0000-78E3B5998CF8,1869729792,N/A,1:BANK1 ,1:2147483648 ,1:DIMM1 ,1:9801FE02       ,Hewlett-Packard,HP Pro 3130 Small Form Factor PC,CZC12794HB,MSI,,2A9C, ,1.1,1:C: ,1:37 GB ,1:11 GB ,1:760D95DC ,1:(Standard disk drives) 2:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device 2:Generic- Multi-Card USB Device ,1:\\.\PHYSICALDRIVE0 2:\\.\PHYSICALDRIVE1 ,1: IDE 2: USB ,1:2 2:0 ,1:4865 2: ,1:255 2: ,1:78156225 2: ,1:1240575 2: ,1:255 2: ,1:Intel(R) Core(TM) i3 CPU         550  @ 3.20GHz ,01:09,1:x64 Family 6 Model 37 Stepping 5 ,Logitech,Pro 9000,Pro 9000,Pro 9000,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:hp CDDVDW TS-H653T ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHP_CDDVDW_TS-H653T______________________H6D1____\5&1880A5C&0&2.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:hp CDDVDW TS-H653T ATA Device ,HPQOEM - 20110318,N/A,17/10/2013,10:14:33
00:1D:72:09:55:52,Broadcom NetLink (TM) Gigabit Ethernet,10.1.128.11,CAREERS07,40CDC433-0F8F-DC11-8521-A6E519F2B01F,00000000-0000-0000-0000-001D72095552,2137448448,N/A,1:Bank 0 2:Bank 1 ,1:1073741824 2:1073741824 ,1:M1 2:M2 ,1:Mfg 0 2:Mfg 1 ,Acer           ,TravelMate 7720                ,LXTMN0X177745084142000        ,Acer           ,,Tangiz                         ,LXTMN0X177745084142000        ,Rev            ,1:C: ,1:232 GB ,1:198 GB ,1:481A78BC ,1:(Standard disk drives) ,1:WDC WD2500BEVS-22UST0 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:30401 ,0.21875,1:488392065 ,1:7752255 ,0.21875,1:Intel(R) Core(TM)2 Duo CPU     T7300  @ 2.00GHz ,01:09,1:x64 Family 6 Model 15 Stepping 10 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:HL-DT-ST DVDRAM GSA-T20N ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMHL-DT-ST_DVDRAM_GSA-T20N________________WP03____\5&36081E14&0&0.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:HL-DT-ST DVDRAM GSA-T20N ATA Device ,ACRSYS - 6040000,N/A,17/10/2013,08:07:59
00:15:58:78:A8:54,Marvell Yukon 88E8001/8003/8010 PCI Gigabit Ethernet Controller,10.1.130.191,CCF07,00000000-0000-0000-0807-060504030201,00000000-0000-0000-0000-00155878A854,1600643072,N/A,1:Bank0/1 2:Bank2/3 ,1:1073741824 2:536870912 ,1:A0 2:A1 ,1:None 2:None ,OEM,OEM,OEM,Foxconn,,946 7MA Series, , ,1:C: ,1:37 GB ,1:14 GB ,1:006F8EF0 ,1:(Standard disk drives) ,1:INTEL SSDSA2CT040G3 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,3.420138889,0.21875,1:78156225 ,1:1240575 ,0.21875,1:Intel(R) Pentium(R) D CPU 2.80GHz ,01:09,1:x64 Family 15 Model 6 Stepping 4 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,0:TSSTcorp CD/DVDW SH-S182D ATA Device ,0:CD-ROM Drive ,0:IDE\CDROMTSSTCORP_CD/DVDW_SH-S182D_______________SB04____\5&18EE0F43&0&0.0.0 ,0:D: ,0:(Standard CD-ROM drives) ,0:TSSTcorp CD/DVDW SH-S182D ATA Device ,IntelR - 42302e31,N/A,17/10/2013,07:37:16
00:26:B6:63:0B:AA,Realtek RTL8192E Wireless LAN 802.11n PCI-E NIC,10.1.131.173,CEVANS,28F1D620-1DD2-11B2-8000-AA890BB58143,00000000-0000-0000-0000-0026B6630BAA,1063563264,N/A,1:Bank 0 ,1:1073741824 ,1:M1 ,01:00,SAMSUNG ELECTRONICS CO. LTD.,N130                       ,ZKOY93KSC01033,SAMSUNG ELECTRONICS CO. LTD.,,N130                       ,123490EN400015,Not Applicable,1:C: ,1:149 GB ,1:136 GB ,1:E09FBA07 ,1:(Standard disk drives) ,1:SAMSUNG HM160HI ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:01,1:19457 ,0.21875,1:312576705 ,1:4961535 ,0.21875,1:         Intel(R) Atom(TM) CPU N270   @ 1.60GHz ,01:00,1:x86 Family 6 Model 28 Stepping 2 ,Realtek,Realtek High Definition Audio,Realtek High Definition Audio,Realtek High Definition Audio,Mobile Intel(R) 945 Express Chipset Family,Mobile Intel(R) 945 Express Chipset Family,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SECCSD - 6040000,N/A,17/10/2013,09:09:52
26:7C:8F:3D:AD:FE,Microsoft Virtual WiFi Miniport Adapter,10.1.128.39,CFOOKS07,C0222610-50E2-DF11-BA9A-FB9B2DA1B452,00000000-0000-0000-0000-267C8F3DADFE,2940731392,N/A,1:Bank 0 2:Bank 1 ,1:1073741824 2:2147483648 ,1:M1 2:M2 ,1:80CE             2:80AD             ,Acer           ,Aspire 3820                    ,LXR2Z02011043061FC2000        ,Acer           ,,Aspire 3820                    ,LXR2Z02011043061FC2000        ,V1.17          ,1:C: ,1:297 GB ,1:216 GB ,1:66E8679D ,1:(Standard disk drives) ,1:WDC WD3200BPVT-22ZEST0 ATA Device ,1:\\.\PHYSICALDRIVE0 ,1: IDE ,01:02,1:38913 ,0.21875,1:625137345 ,1:9922815 ,0.21875,1:Intel(R) Pentium(R) CPU        P6100  @ 2.00GHz ,01:09,1:x64 Family 6 Model 37 Stepping 5 ,Microsoft,High Definition Audio Device,High Definition Audio Device,High Definition Audio Device,Current Display Controller Configuration,Current Display Controller Configuration,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACRSYS - 6040000,N/A,16/10/2013,17:50:22
